"サービスID","データID","取得日","飲食購入金額","コメント"
"0000641491","cli_t-30","2019-09-04 12:34:00","300",""
"0000243486","cli_t-30","2019-12-16 14:04:04","800",""
"0000420746","cli_t-30","2019-07-22 06:00:39","250",""
"0000777930","cli_t-30","2019-12-11 13:11:13","150",""
"0000170608","cli_t-30","2019-01-21 18:09:43","750",""
"0000259074","cli_t-30","2019-02-01 10:20:04","950",""
"0000806013","cli_t-30","2019-04-20 19:00:34","250",""
"0000152910","cli_t-30","2019-08-12 14:09:39","950",""
"0000723183","cli_t-30","2019-07-25 15:00:07","850",""
"0000548830","cli_t-30","2019-06-08 12:22:10","600",""
"0000569590","cli_t-30","2019-12-24 22:34:55","650",""
"0000824035","cli_t-30","2019-10-24 15:30:10","850",""
"0000366519","cli_t-30","2019-12-01 17:02:44","650",""
"0000644219","cli_t-30","2019-11-15 15:08:07","700",""
"0000890083","cli_t-30","2019-03-28 06:00:07","750",""
"0000840260","cli_t-30","2019-02-16 16:20:28","700",""
"0000438851","cli_t-30","2019-08-07 11:30:14","650",""
"0000794563","cli_t-30","2019-11-27 17:46:08","900",""
"0000288702","cli_t-30","2019-07-22 16:35:49","950",""
"0000422668","cli_t-30","2019-10-23 00:05:38","150",""
"0000628059","cli_t-30","2019-12-19 08:23:59","750",""
"0000924504","cli_t-30","2019-08-25 06:35:24","650",""
"0000833187","cli_t-30","2019-09-25 05:38:35","250",""
"0000164443","cli_t-30","2019-05-08 21:18:10","400",""
"0000550979","cli_t-30","2019-05-25 01:07:40","300",""
"000050483","cli_t-30","2019-08-30 09:00:22","350",""
"0000549580","cli_t-30","2019-04-02 03:17:19","700",""
"0000541341","cli_t-30","2019-12-10 08:34:42","850",""
"0000816465","cli_t-30","2019-02-01 12:57:02","550",""
"0000219956","cli_t-30","2019-04-08 19:41:35","900",""
"000045098","cli_t-30","2019-06-12 16:34:42","900",""
"0000496137","cli_t-30","2019-12-05 03:10:38","450",""
"0000767240","cli_t-30","2019-09-28 01:06:55","750",""
"0000280674","cli_t-30","2019-05-07 18:55:07","850",""
"0000653111","cli_t-30","2019-04-18 02:43:16","100",""
"0000573179","cli_t-30","2019-11-25 18:49:30","500",""
"0000683120","cli_t-30","2019-01-03 20:03:58","700",""
"0000704117","cli_t-30","2019-09-20 11:41:11","250",""
"0000658510","cli_t-30","2019-05-14 14:31:34","700",""
"0000670990","cli_t-30","2019-10-09 14:41:49","700",""
"0000154400","cli_t-30","2019-09-05 23:19:00","350",""
"0000160718","cli_t-30","2019-08-25 07:34:05","950",""
"0000501989","cli_t-30","2019-03-12 13:58:30","250",""
"0000196156","cli_t-30","2019-10-01 06:41:14","750",""
"0000783788","cli_t-30","2019-12-22 09:11:23","950",""
"0000179839","cli_t-30","2019-02-08 00:47:09","400",""
"0000658613","cli_t-30","2019-06-30 14:54:05","900",""
"0000425218","cli_t-30","2019-12-07 23:11:20","450",""
"0000677717","cli_t-30","2019-10-09 08:11:21","150",""
"0000305970","cli_t-30","2019-01-05 01:58:10","550",""
"000025791","cli_t-30","2019-12-14 16:05:34","800",""
"0000116282","cli_t-30","2019-11-26 21:53:30","600",""
"000096065","cli_t-30","2019-08-26 15:35:37","750",""
"0000113083","cli_t-30","2019-10-18 06:21:28","700",""
"0000544786","cli_t-30","2019-01-20 23:02:51","450",""
"0000722266","cli_t-30","2019-06-08 08:38:59","800",""
"0000109180","cli_t-30","2019-09-15 00:03:29","900",""
"0000466269","cli_t-30","2019-03-28 10:06:13","850",""
"0000207826","cli_t-30","2019-03-28 11:56:30","900",""
"0000855083","cli_t-30","2019-04-26 11:07:06","150",""
"0000534724","cli_t-30","2019-07-17 00:41:23","650",""
"0000773519","cli_t-30","2019-09-30 21:29:21","350",""
"0000552754","cli_t-30","2019-01-28 04:05:12","250",""
"0000136164","cli_t-30","2019-01-15 12:32:07","100",""
"0000882402","cli_t-30","2019-09-03 03:51:16","400",""
"0000656546","cli_t-30","2019-01-09 06:04:03","650",""
"0000292870","cli_t-30","2019-05-30 15:25:26","300",""
"0000238111","cli_t-30","2019-12-05 18:15:25","150",""
"0000692451","cli_t-30","2019-06-22 07:12:22","350",""
"0000601589","cli_t-30","2019-02-02 16:13:13","100",""
"0000910801","cli_t-30","2019-06-21 21:52:29","750",""
"0000243447","cli_t-30","2019-04-12 14:05:57","600",""
"0000681579","cli_t-30","2019-03-02 04:19:53","200",""
"0000322742","cli_t-30","2019-09-28 13:59:46","450",""
"0000140495","cli_t-30","2019-09-25 03:20:28","550",""
"0000260461","cli_t-30","2019-11-06 22:55:50","750",""
"0000715142","cli_t-30","2019-12-08 13:28:32","350",""
"0000594268","cli_t-30","2019-06-27 13:45:44","600",""
"0000298994","cli_t-30","2019-12-13 17:13:27","250",""
"0000247555","cli_t-30","2019-02-27 10:41:33","600",""
"0000656224","cli_t-30","2019-02-03 16:35:42","850",""
"0000312205","cli_t-30","2019-01-25 07:15:31","650",""
"0000159647","cli_t-30","2019-02-17 02:38:00","250",""
"0000129515","cli_t-30","2019-10-24 15:13:12","450",""
"0000180432","cli_t-30","2019-04-16 21:26:12","300",""
"0000884593","cli_t-30","2019-12-18 19:23:34","900",""
"0000128491","cli_t-30","2019-05-04 01:17:33","500",""
"000016231","cli_t-30","2019-05-09 03:46:55","850",""
"0000848819","cli_t-30","2019-05-26 23:29:48","900",""
"0000203952","cli_t-30","2019-03-14 12:58:41","950",""
"0000588918","cli_t-30","2019-04-13 16:10:21","650",""
"0000131047","cli_t-30","2019-11-06 18:21:48","250",""
"0000748020","cli_t-30","2019-02-15 02:18:25","950",""
"0000365448","cli_t-30","2019-02-06 19:45:58","400",""
"0000353914","cli_t-30","2019-03-05 10:55:11","450",""
"0000240224","cli_t-30","2019-11-16 11:08:31","500",""
"0000526819","cli_t-30","2019-08-02 06:10:23","450",""
"0000198358","cli_t-30","2019-11-01 13:03:49","300",""
"0000673196","cli_t-30","2019-01-09 19:31:17","750",""
"0000262369","cli_t-30","2019-04-09 22:14:43","600",""
"0000477460","cli_t-30","2019-05-04 13:12:25","750",""
"0000161912","cli_t-30","2019-10-19 17:04:25","850",""
"0000633306","cli_t-30","2019-09-14 19:31:51","100",""
"0000324230","cli_t-30","2019-06-28 02:21:58","250",""
"00007536","cli_t-30","2019-10-07 00:36:09","500",""
"0000634440","cli_t-30","2019-02-19 04:25:11","600",""
"0000871895","cli_t-30","2019-03-29 00:21:14","400",""
"0000564174","cli_t-30","2019-05-11 17:12:17","250",""
"0000239604","cli_t-30","2019-09-14 16:05:16","350",""
"0000372283","cli_t-30","2019-02-11 01:13:06","100",""
"0000351206","cli_t-30","2019-07-27 19:41:51","750",""
"0000716929","cli_t-30","2019-04-25 10:14:05","300",""
"0000722773","cli_t-30","2019-03-26 16:18:28","500",""
"0000506187","cli_t-30","2019-04-09 03:08:13","150",""
"0000821317","cli_t-30","2019-09-30 23:45:36","400",""
"0000780843","cli_t-30","2019-05-19 21:13:17","700",""
"0000317710","cli_t-30","2019-12-05 10:23:01","350",""
"0000284060","cli_t-30","2019-09-25 07:35:08","400",""
"0000261129","cli_t-30","2019-10-26 03:03:54","500",""
"0000491362","cli_t-30","2019-06-22 09:11:59","500",""
"0000169966","cli_t-30","2019-08-14 23:15:36","300",""
"0000646930","cli_t-30","2019-05-24 04:10:46","900",""
"0000443446","cli_t-30","2019-12-01 23:53:13","100",""
"0000623173","cli_t-30","2019-10-26 16:01:42","250",""
"000023516","cli_t-30","2019-07-17 19:45:36","200",""
"0000455160","cli_t-30","2019-03-10 17:57:12","850",""
"0000576900","cli_t-30","2019-02-01 06:03:05","800",""
"0000912301","cli_t-30","2019-09-10 13:44:41","850",""
"0000324798","cli_t-30","2019-02-18 00:57:53","900",""
"0000466012","cli_t-30","2019-01-25 18:59:34","750",""
"0000780270","cli_t-30","2019-12-07 16:07:08","400",""
"0000378377","cli_t-30","2019-12-06 17:49:43","450",""
"0000482525","cli_t-30","2019-02-13 01:33:54","300",""
"0000723212","cli_t-30","2019-11-03 02:24:44","350",""
"0000898392","cli_t-30","2019-01-14 12:54:23","900",""
"0000999342","cli_t-30","2019-03-02 18:09:28","150",""
"0000390780","cli_t-30","2019-06-14 05:47:57","750",""
"0000450785","cli_t-30","2019-06-24 14:53:35","850",""
"0000518372","cli_t-30","2019-12-28 08:13:56","300",""
"0000139888","cli_t-30","2019-01-13 01:48:43","500",""
"0000241965","cli_t-30","2019-08-12 07:00:07","500",""
"0000364145","cli_t-30","2019-03-15 07:13:06","150",""
"000086629","cli_t-30","2019-06-02 21:17:40","450",""
"0000624903","cli_t-30","2019-02-27 07:13:50","150",""
"0000661030","cli_t-30","2019-04-11 22:30:04","850",""
"0000146295","cli_t-30","2019-01-02 21:02:54","550",""
"0000153615","cli_t-30","2019-11-10 22:02:38","100",""
"0000346411","cli_t-30","2019-02-11 12:18:01","600",""
"0000740555","cli_t-30","2019-11-17 11:10:50","700",""
"0000603546","cli_t-30","2019-03-19 06:06:15","500",""
"0000787721","cli_t-30","2019-04-28 11:33:50","500",""
"000069203","cli_t-30","2019-02-11 15:04:11","400",""
"0000224258","cli_t-30","2019-08-16 15:15:30","150",""
"0000597012","cli_t-30","2019-12-12 13:25:31","600",""
"000046182","cli_t-30","2019-07-23 11:22:35","400",""
"0000245086","cli_t-30","2019-09-12 15:49:55","100",""
"0000894454","cli_t-30","2019-08-12 15:12:58","400",""
"0000873883","cli_t-30","2019-06-14 01:16:46","750",""
"0000378275","cli_t-30","2019-06-28 19:51:19","500",""
"0000998989","cli_t-30","2019-04-16 14:43:02","750",""
"0000490506","cli_t-30","2019-04-23 20:39:12","450",""
"0000620629","cli_t-30","2019-07-07 12:48:04","200",""
"0000402448","cli_t-30","2019-01-29 11:30:10","750",""
"0000537812","cli_t-30","2019-01-17 12:58:00","400",""
"0000953538","cli_t-30","2019-04-14 23:19:03","200",""
"000079313","cli_t-30","2019-06-12 06:36:24","100",""
"0000317236","cli_t-30","2019-10-18 10:27:42","850",""
"0000279285","cli_t-30","2019-02-13 22:18:52","600",""
"0000412099","cli_t-30","2019-04-09 19:37:28","850",""
"0000325851","cli_t-30","2019-04-30 01:07:37","250",""
"0000833081","cli_t-30","2019-06-07 19:20:46","100",""
"0000514524","cli_t-30","2019-01-27 20:24:20","200",""
"000023016","cli_t-30","2019-11-01 12:41:00","350",""
"0000259724","cli_t-30","2019-07-19 14:51:30","650",""
"0000419725","cli_t-30","2019-03-18 23:40:18","850",""
"0000356229","cli_t-30","2019-11-14 02:09:25","350",""
"0000831321","cli_t-30","2019-08-26 12:01:00","600",""
"0000731392","cli_t-30","2019-01-26 11:05:26","150",""
"0000238344","cli_t-30","2019-06-17 08:13:02","450",""
"0000129897","cli_t-30","2019-09-01 03:39:14","350",""
"0000863358","cli_t-30","2019-03-07 08:27:40","650",""
"0000545025","cli_t-30","2019-01-17 11:55:37","100",""
"0000351741","cli_t-30","2019-11-12 13:45:50","900",""
"0000133073","cli_t-30","2019-04-20 02:55:44","700",""
"0000973745","cli_t-30","2019-10-14 22:40:12","600",""
"0000439319","cli_t-30","2019-01-24 08:59:16","250",""
"0000384484","cli_t-30","2019-02-09 16:34:39","700",""
"0000385519","cli_t-30","2019-03-17 14:40:20","300",""
"0000506985","cli_t-30","2019-10-12 08:42:29","550",""
"0000448992","cli_t-30","2019-06-17 13:46:55","200",""
"000033147","cli_t-30","2019-01-29 22:39:53","400",""
"0000593032","cli_t-30","2019-05-07 03:32:28","350",""
"0000176398","cli_t-30","2019-07-08 20:37:46","150",""
"0000221374","cli_t-30","2019-11-02 19:29:36","950",""
"0000207691","cli_t-30","2019-03-18 14:15:42","600",""
"0000216912","cli_t-30","2019-06-22 02:49:52","700",""
"000016351","cli_t-30","2019-11-12 15:55:39","500",""
"0000906442","cli_t-30","2019-03-26 08:57:14","500",""
"0000504954","cli_t-30","2019-05-28 11:29:13","950",""
"0000262925","cli_t-30","2019-02-05 03:52:56","400",""
"0000726210","cli_t-30","2019-06-25 20:20:37","600",""
"0000870547","cli_t-30","2019-01-11 16:45:45","300",""
"0000409795","cli_t-30","2019-11-30 05:25:57","400",""
"0000703386","cli_t-30","2019-04-18 02:11:30","750",""
"0000181811","cli_t-30","2019-01-13 08:03:50","600",""
"000076107","cli_t-30","2019-03-18 09:27:45","100",""
"0000233793","cli_t-30","2019-02-02 22:40:46","100",""
"0000798292","cli_t-30","2019-07-11 12:13:24","450",""
"0000754505","cli_t-30","2019-04-22 10:55:14","650",""
"0000433664","cli_t-30","2019-02-21 07:06:06","550",""
"0000752927","cli_t-30","2019-04-21 10:48:57","150",""
"0000145305","cli_t-30","2019-07-31 19:07:00","650",""
"0000482501","cli_t-30","2019-04-20 17:44:52","550",""
"0000655255","cli_t-30","2019-08-30 15:39:02","500",""
"0000609884","cli_t-30","2019-07-07 01:17:12","400",""
"0000413185","cli_t-30","2019-10-12 15:49:59","500",""
"0000578557","cli_t-30","2019-11-02 14:31:24","100",""
"0000235456","cli_t-30","2019-01-13 17:03:24","450",""
"0000675545","cli_t-30","2019-11-13 09:48:27","800",""
"0000509964","cli_t-30","2019-08-10 06:52:49","350",""
"0000308877","cli_t-30","2019-11-22 01:15:46","450",""
"0000184438","cli_t-30","2019-09-27 17:37:24","800",""
"0000439542","cli_t-30","2019-06-18 03:18:10","300",""
"0000493555","cli_t-30","2019-01-01 06:27:51","850",""
"0000264116","cli_t-30","2019-11-11 07:45:32","800",""
"0000379521","cli_t-30","2019-03-01 20:06:18","400",""
"000036204","cli_t-30","2019-11-11 13:18:58","950",""
"0000277881","cli_t-30","2019-09-03 12:01:54","500",""
"0000569862","cli_t-30","2019-04-11 09:26:22","200",""
"0000919350","cli_t-30","2019-07-27 01:36:11","250",""
"0000931381","cli_t-30","2019-05-05 10:33:52","450",""
"0000687042","cli_t-30","2019-12-01 19:12:57","500",""
"0000199084","cli_t-30","2019-11-29 13:25:18","800",""
"000081227","cli_t-30","2019-11-24 02:05:18","400",""
"0000378768","cli_t-30","2019-09-18 09:41:02","750",""
"000018837","cli_t-30","2019-07-18 00:21:59","250",""
"0000340953","cli_t-30","2019-04-02 02:33:33","650",""
"0000403023","cli_t-30","2019-06-10 19:57:18","750",""
"0000549744","cli_t-30","2019-09-03 22:10:58","900",""
"0000894735","cli_t-30","2019-10-13 12:52:58","350",""
"0000567291","cli_t-30","2019-02-20 20:05:59","600",""
"0000917103","cli_t-30","2019-06-30 07:51:07","950",""
"000097905","cli_t-30","2019-12-29 02:03:44","100",""
"0000472341","cli_t-30","2019-04-06 15:02:35","250",""
"0000933292","cli_t-30","2019-02-13 12:49:53","100",""
"0000830969","cli_t-30","2019-10-13 08:34:15","400",""
"0000718870","cli_t-30","2019-06-22 09:02:58","850",""
"0000601170","cli_t-30","2019-04-22 15:38:45","900",""
"0000170224","cli_t-30","2019-05-11 14:27:20","550",""
"0000145515","cli_t-30","2019-07-16 12:46:31","800",""
"0000868715","cli_t-30","2019-08-29 02:48:29","150",""
"0000233199","cli_t-30","2019-04-03 13:56:50","800",""
"0000925021","cli_t-30","2019-03-24 20:12:29","800",""
"0000199009","cli_t-30","2019-10-29 13:45:05","200",""
"0000465812","cli_t-30","2019-05-03 13:13:30","600",""
"0000509329","cli_t-30","2019-09-04 13:13:59","250",""
"0000941618","cli_t-30","2019-09-16 21:16:06","400",""
"0000269779","cli_t-30","2019-11-29 13:59:00","400",""
"0000805990","cli_t-30","2019-07-16 14:49:21","800",""
"0000988697","cli_t-30","2019-10-24 08:33:23","750",""
"0000621581","cli_t-30","2019-05-26 02:40:40","500",""
"0000955685","cli_t-30","2019-03-17 08:45:40","400",""
"0000529676","cli_t-30","2019-05-20 11:46:03","350",""
"0000804694","cli_t-30","2019-11-19 09:31:12","200",""
"0000803068","cli_t-30","2019-07-31 07:26:05","100",""
"0000855083","cli_t-30","2019-08-12 01:07:54","700",""
"000030868","cli_t-30","2019-04-17 13:34:46","600",""
"0000321450","cli_t-30","2019-05-19 21:49:58","900",""
"0000828570","cli_t-30","2019-01-24 18:43:39","850",""
"000090745","cli_t-30","2019-11-20 09:42:28","700",""
"0000509534","cli_t-30","2019-05-07 21:13:22","850",""
"0000127340","cli_t-30","2019-11-07 11:01:08","450",""
"0000292191","cli_t-30","2019-09-08 07:18:10","250",""
"0000112683","cli_t-30","2019-12-23 23:34:47","300",""
"0000310665","cli_t-30","2019-04-18 14:03:30","250",""
"000082675","cli_t-30","2019-03-22 14:37:59","900",""
"0000547330","cli_t-30","2019-02-13 05:07:21","900",""
"0000982447","cli_t-30","2019-02-27 17:52:25","950",""
"0000722080","cli_t-30","2019-06-15 22:33:06","550",""
"0000605930","cli_t-30","2019-02-17 07:28:07","800",""
"0000553269","cli_t-30","2019-07-08 18:40:47","350",""
"0000235735","cli_t-30","2019-03-04 11:15:19","350",""
"0000877234","cli_t-30","2019-03-16 23:41:56","550",""
"0000149632","cli_t-30","2019-05-23 04:09:33","750",""
"0000503832","cli_t-30","2019-10-06 23:36:57","350",""
"000078643","cli_t-30","2019-08-01 21:42:00","100",""
"0000169495","cli_t-30","2019-11-26 05:32:01","150",""
"0000176095","cli_t-30","2019-03-02 14:24:02","350",""
"0000779588","cli_t-30","2019-06-30 20:46:21","600",""
"000055667","cli_t-30","2019-11-28 22:40:39","450",""
"0000576794","cli_t-30","2019-02-26 08:17:08","800",""
"0000542187","cli_t-30","2019-02-14 01:15:05","750",""
"0000923604","cli_t-30","2019-12-06 21:03:17","500",""
"0000417624","cli_t-30","2019-02-25 14:58:05","100",""
"0000375216","cli_t-30","2019-01-28 01:52:19","750",""
"0000220267","cli_t-30","2019-05-27 10:22:11","200",""
"0000525512","cli_t-30","2019-07-23 17:07:31","700",""
"0000575871","cli_t-30","2019-11-15 06:35:33","300",""
"0000827358","cli_t-30","2019-10-18 12:13:37","100",""
"0000543183","cli_t-30","2019-12-30 03:05:21","850",""
"0000146510","cli_t-30","2019-12-28 11:44:13","800",""
"0000323632","cli_t-30","2019-01-08 11:29:38","250",""
"0000344652","cli_t-30","2019-10-17 09:09:12","200",""
"0000982997","cli_t-30","2019-09-08 07:04:28","850",""
"0000578350","cli_t-30","2019-01-18 19:25:10","950",""
"0000722917","cli_t-30","2019-03-27 02:46:08","800",""
"0000964257","cli_t-30","2019-09-13 00:53:03","500",""
"0000966617","cli_t-30","2019-07-23 03:27:57","700",""
"000038130","cli_t-30","2019-11-08 21:26:47","150",""
"0000196377","cli_t-30","2019-07-30 20:08:02","350",""
"0000293459","cli_t-30","2019-04-10 11:12:27","900",""
"0000368444","cli_t-30","2019-10-13 13:32:49","500",""
"0000178820","cli_t-30","2019-01-29 04:23:26","400",""
"0000643404","cli_t-30","2019-03-21 16:45:41","200",""
"0000795047","cli_t-30","2019-10-09 11:28:11","750",""
"0000677135","cli_t-30","2019-03-13 17:50:39","300",""
"0000906660","cli_t-30","2019-09-19 11:19:39","600",""
"0000671210","cli_t-30","2019-10-05 10:39:55","800",""
"0000401819","cli_t-30","2019-07-13 23:36:12","450",""
"0000345339","cli_t-30","2019-12-14 04:24:33","550",""
"0000508844","cli_t-30","2019-10-11 11:38:32","800",""
"0000143727","cli_t-30","2019-09-22 12:34:08","950",""
"0000570716","cli_t-30","2019-09-25 23:06:49","750",""
"0000418154","cli_t-30","2019-07-01 23:20:23","650",""
"000051074","cli_t-30","2019-12-22 13:23:02","900",""
"0000127559","cli_t-30","2019-10-17 06:51:08","950",""
"000037100","cli_t-30","2019-06-16 19:48:21","750",""
"0000996534","cli_t-30","2019-11-17 19:40:01","750",""
"000035198","cli_t-30","2019-02-07 11:55:45","900",""
"0000943218","cli_t-30","2019-04-26 06:31:01","400",""
"0000795343","cli_t-30","2019-10-30 16:00:28","900",""
"0000224031","cli_t-30","2019-05-21 19:35:44","200",""
"0000452016","cli_t-30","2019-02-17 15:32:30","200",""
"0000479909","cli_t-30","2019-10-28 03:31:10","800",""
"0000159267","cli_t-30","2019-10-16 21:25:06","350",""
"0000121682","cli_t-30","2019-06-13 01:33:20","500",""
"0000228599","cli_t-30","2019-01-25 14:44:14","700",""
"0000282548","cli_t-30","2019-02-25 04:00:03","150",""
"0000338220","cli_t-30","2019-04-04 20:30:30","350",""
"0000273307","cli_t-30","2019-09-11 17:16:32","350",""
"0000672976","cli_t-30","2019-09-04 09:06:43","300",""
"0000798572","cli_t-30","2019-02-15 16:17:25","500",""
"0000895466","cli_t-30","2019-09-10 08:56:58","150",""
"0000346320","cli_t-30","2019-02-05 00:23:00","200",""
"0000103298","cli_t-30","2019-08-15 19:06:59","200",""
"0000670033","cli_t-30","2019-09-12 12:24:32","850",""
"0000470867","cli_t-30","2019-01-18 20:47:03","850",""
"0000144490","cli_t-30","2019-02-02 12:35:16","950",""
"0000339705","cli_t-30","2019-04-18 03:48:52","950",""
"0000639114","cli_t-30","2019-10-24 19:55:21","200",""
"0000283676","cli_t-30","2019-09-02 16:34:43","800",""
"000045087","cli_t-30","2019-10-18 15:30:52","450",""
"0000868057","cli_t-30","2019-07-18 01:38:52","800",""
"0000394416","cli_t-30","2019-04-06 23:06:45","100",""
"0000121096","cli_t-30","2019-05-15 16:26:50","350",""
"0000616950","cli_t-30","2019-05-23 10:31:13","800",""
"0000295260","cli_t-30","2019-11-09 12:56:22","850",""
"0000906634","cli_t-30","2019-04-12 16:05:25","150",""
"0000273918","cli_t-30","2019-01-20 04:32:36","100",""
"0000805699","cli_t-30","2019-11-17 06:56:47","850",""
"000044555","cli_t-30","2019-01-03 15:30:52","100",""
"0000415032","cli_t-30","2019-08-29 19:46:55","950",""
"0000717267","cli_t-30","2019-06-14 11:14:10","100",""
"0000659153","cli_t-30","2019-10-09 02:58:49","250",""
"0000804889","cli_t-30","2019-01-22 17:43:55","100",""
"0000891997","cli_t-30","2019-09-27 10:13:40","950",""
"0000998183","cli_t-30","2019-04-04 13:14:26","100",""
"0000616614","cli_t-30","2019-03-15 01:46:33","600",""
"0000963916","cli_t-30","2019-10-05 19:50:19","500",""
"0000103080","cli_t-30","2019-08-10 22:22:51","400",""
"0000464068","cli_t-30","2019-08-22 01:22:10","450",""
"0000942486","cli_t-30","2019-05-16 14:56:05","950",""
"0000418399","cli_t-30","2019-09-01 11:59:27","600",""
"0000535889","cli_t-30","2019-08-31 23:25:31","200",""
"0000129060","cli_t-30","2019-07-16 23:12:36","900",""
"0000574899","cli_t-30","2019-06-14 06:47:42","200",""
"0000977348","cli_t-30","2019-01-24 18:42:32","850",""
"000014010","cli_t-30","2019-08-22 01:58:04","450",""
"0000812985","cli_t-30","2019-04-12 06:37:20","450",""
"0000373590","cli_t-30","2019-04-07 15:51:48","650",""
"0000970358","cli_t-30","2019-09-24 14:31:03","250",""
"0000152038","cli_t-30","2019-12-18 19:21:09","850",""
"0000382196","cli_t-30","2019-01-08 03:30:56","550",""
"0000494184","cli_t-30","2019-07-25 00:23:06","950",""
"0000328070","cli_t-30","2019-10-06 10:40:38","750",""
"0000259061","cli_t-30","2019-08-11 12:08:52","250",""
"0000389593","cli_t-30","2019-05-25 09:55:48","500",""
"0000982835","cli_t-30","2019-11-18 02:54:15","550",""
"000053909","cli_t-30","2019-03-26 06:53:11","100",""
"0000170409","cli_t-30","2019-02-20 01:22:42","650",""
"0000697353","cli_t-30","2019-01-29 11:56:20","700",""
"000073152","cli_t-30","2019-06-29 02:38:52","800",""
"0000446736","cli_t-30","2019-03-26 07:45:31","250",""
"0000427113","cli_t-30","2019-02-15 23:15:12","850",""
"0000555372","cli_t-30","2019-06-08 12:13:20","750",""
"0000686204","cli_t-30","2019-04-11 19:01:14","100",""
"0000604215","cli_t-30","2019-12-28 09:13:36","500",""
"0000567153","cli_t-30","2019-11-06 05:42:46","500",""
"0000226134","cli_t-30","2019-07-09 17:40:49","350",""
"0000664974","cli_t-30","2019-11-15 05:48:41","150",""
"0000968886","cli_t-30","2019-01-05 03:34:26","300",""
"000050871","cli_t-30","2019-06-07 14:00:26","600",""
"0000697859","cli_t-30","2019-06-19 22:42:10","200",""
"0000657623","cli_t-30","2019-11-11 15:40:48","600",""
"0000669230","cli_t-30","2019-11-18 02:08:06","550",""
"0000421067","cli_t-30","2019-08-13 04:17:30","250",""
"0000349113","cli_t-30","2019-01-19 21:56:34","600",""
"0000410404","cli_t-30","2019-04-24 16:44:30","450",""
"0000767182","cli_t-30","2019-05-19 07:06:40","800",""
"0000358300","cli_t-30","2019-08-12 05:50:26","450",""
"0000895348","cli_t-30","2019-08-24 01:42:03","950",""
"0000918572","cli_t-30","2019-07-03 14:51:59","950",""
"0000450438","cli_t-30","2019-07-27 19:31:32","250",""
"0000160299","cli_t-30","2019-07-08 06:20:33","350",""
"0000518329","cli_t-30","2019-12-07 09:21:54","550",""
"0000946544","cli_t-30","2019-04-17 15:20:39","450",""
"0000526397","cli_t-30","2019-03-16 00:57:47","850",""
"0000652557","cli_t-30","2019-02-19 07:39:32","550",""
"0000332692","cli_t-30","2019-11-09 00:05:19","200",""
"0000622266","cli_t-30","2019-01-24 23:35:43","250",""
"0000832992","cli_t-30","2019-05-29 01:49:17","150",""
"000079455","cli_t-30","2019-02-28 08:00:27","900",""
"0000535661","cli_t-30","2019-12-07 15:06:11","100",""
"0000374228","cli_t-30","2019-12-27 14:48:10","700",""
"0000260635","cli_t-30","2019-10-06 21:52:13","500",""
"0000279425","cli_t-30","2019-01-30 11:45:03","550",""
"0000912204","cli_t-30","2019-10-13 16:36:43","850",""
"0000778892","cli_t-30","2019-11-05 09:19:58","150",""
"0000757448","cli_t-30","2019-03-05 16:58:28","950",""
"0000521811","cli_t-30","2019-04-25 18:52:26","900",""
"0000462205","cli_t-30","2019-11-19 12:04:32","850",""
"0000467338","cli_t-30","2019-06-18 05:51:38","250",""
"0000157291","cli_t-30","2019-06-22 22:02:30","600",""
"0000697392","cli_t-30","2019-08-12 18:36:53","600",""
"0000806966","cli_t-30","2019-11-15 06:42:23","800",""
"0000269959","cli_t-30","2019-06-25 14:46:44","850",""
"0000736314","cli_t-30","2019-10-14 03:30:22","200",""
"0000847961","cli_t-30","2019-12-03 01:38:32","750",""
"000083111","cli_t-30","2019-06-22 13:01:12","650",""
"0000436251","cli_t-30","2019-12-25 14:54:01","750",""
"0000319093","cli_t-30","2019-08-07 17:51:45","700",""
"0000122171","cli_t-30","2019-07-07 04:27:03","400",""
"0000600813","cli_t-30","2019-11-28 16:45:56","350",""
"000013277","cli_t-30","2019-03-19 14:35:35","700",""
"0000638942","cli_t-30","2019-03-05 07:13:56","650",""
"0000814319","cli_t-30","2019-05-31 10:47:47","500",""
"0000152796","cli_t-30","2019-02-08 09:43:41","350",""
"0000599487","cli_t-30","2019-07-18 00:41:04","600",""
"0000446404","cli_t-30","2019-06-20 08:15:03","550",""
"0000205383","cli_t-30","2019-10-28 05:26:12","200",""
"000019402","cli_t-30","2019-03-10 16:49:12","700",""
"0000841126","cli_t-30","2019-08-26 18:04:37","650",""
"000077800","cli_t-30","2019-12-09 11:45:16","750",""
"0000541030","cli_t-30","2019-07-10 22:27:11","550",""
"0000800987","cli_t-30","2019-12-06 18:57:14","250",""
"0000990233","cli_t-30","2019-09-19 14:05:43","650",""
"000086536","cli_t-30","2019-09-30 23:49:04","200",""
"0000533137","cli_t-30","2019-12-14 23:37:30","100",""
"0000182151","cli_t-30","2019-06-27 09:56:08","250",""
"0000866482","cli_t-30","2019-06-04 21:50:19","750",""
"00004010","cli_t-30","2019-07-14 01:35:46","700",""
"0000177097","cli_t-30","2019-01-26 07:30:51","500",""
"0000953758","cli_t-30","2019-05-28 05:33:00","550",""
"0000994714","cli_t-30","2019-06-24 01:31:00","700",""
"0000351621","cli_t-30","2019-10-13 12:20:44","200",""
"0000431206","cli_t-30","2019-10-14 11:41:38","450",""
"000093950","cli_t-30","2019-05-04 00:19:00","750",""
